London_Borough,ID,Month,Average_price
Sutton,E09000029,2009-04-01,205540.3741
Tower Hamlets,E09000030,2009-04-01,256921.9078
Waltham Forest,E09000031,2009-04-01,198869.4177
Wandsworth,E09000032,2009-04-01,323753.2522
Westminster,E09000033,2009-04-01,508550.3365
Barking & Dagenham,E09000002,2009-05-01,148432.876
Barnet,E09000003,2009-05-01,288396.2791
Bexley,E09000004,2009-05-01,182455.3164
Brent,E09000005,2009-05-01,261460.299
Bromley,E09000006,2009-05-01,242634.5671
Camden,E09000007,2009-05-01,442605.8392
Croydon,E09000008,2009-05-01,200479.0472
Ealing,E09000009,2009-05-01,251076.7389
Enfield,E09000010,2009-05-01,213526.9021
Greenwich,E09000011,2009-05-01,200543.8796
Hackney,E09000012,2009-05-01,264340.2974
Hammersmith & Fulham,E09000013,2009-05-01,412345.5195
Haringey,E09000014,2009-05-01,262327.9444
Harrow,E09000015,2009-05-01,253717.4003
Havering,E09000016,2009-05-01,202964.2248
Hillingdon,E09000017,2009-05-01,221725.5383
Hounslow,E09000018,2009-05-01,225353.5858
Islington,E09000019,2009-05-01,328388.7575
Kensington & Chelsea,E09000020,2009-05-01,664598.0576
Kingston upon Thames,E09000021,2009-05-01,253002.6742
Lambeth,E09000022,2009-05-01,251967.5131
Lewisham,E09000023,2009-05-01,206198.4686
Merton,E09000024,2009-05-01,260160.9258
Newham,E09000025,2009-05-01,183362.9137
Redbridge,E09000026,2009-05-01,224661.4448
Richmond upon Thames,E09000027,2009-05-01,351842.8051
Southwark,E09000028,2009-05-01,251437.6259
Sutton,E09000029,2009-05-01,205722.2565
Tower Hamlets,E09000030,2009-05-01,255796.685
Waltham Forest,E09000031,2009-05-01,196297.8011
Wandsworth,E09000032,2009-05-01,330779.7289
Westminster,E09000033,2009-05-01,520435.7939
Barking & Dagenham,E09000002,2009-06-01,150193.6379
Barnet,E09000003,2009-06-01,291608.2134
Bexley,E09000004,2009-06-01,183343.6638
Brent,E09000005,2009-06-01,263297.2196
Bromley,E09000006,2009-06-01,246415.8671
Camden,E09000007,2009-06-01,434898.146
Croydon,E09000008,2009-06-01,199415.0722
Ealing,E09000009,2009-06-01,255022.1945
Enfield,E09000010,2009-06-01,220341.977
Greenwich,E09000011,2009-06-01,200256.2561
Hackney,E09000012,2009-06-01,251604.5542
Hammersmith & Fulham,E09000013,2009-06-01,413659.331
Haringey,E09000014,2009-06-01,269458.5596
Harrow,E09000015,2009-06-01,254538.6549
Havering,E09000016,2009-06-01,199836.0499
Hillingdon,E09000017,2009-06-01,222638.0543
Hounslow,E09000018,2009-06-01,229194.75
Islington,E09000019,2009-06-01,331470.3224
Kensington & Chelsea,E09000020,2009-06-01,719453.1675
Kingston upon Thames,E09000021,2009-06-01,255066.8335
Lambeth,E09000022,2009-06-01,258178.4395
Lewisham,E09000023,2009-06-01,207083.1743
Merton,E09000024,2009-06-01,254608.8164
Newham,E09000025,2009-06-01,182435.5616
Redbridge,E09000026,2009-06-01,232296.782
Richmond upon Thames,E09000027,2009-06-01,355781.4839
Southwark,E09000028,2009-06-01,255988.5252
Sutton,E09000029,2009-06-01,204522.6865
Tower Hamlets,E09000030,2009-06-01,254833.8145
Waltham Forest,E09000031,2009-06-01,196354.0399
Wandsworth,E09000032,2009-06-01,345487.4881
Westminster,E09000033,2009-06-01,510955.1383
Barking & Dagenham,E09000002,2009-07-01,154105.1492
Barnet,E09000003,2009-07-01,301141.2374
Bexley,E09000004,2009-07-01,186840.7385
Brent,E09000005,2009-07-01,258775.8429
Bromley,E09000006,2009-07-01,248500.2276
Camden,E09000007,2009-07-01,451203.7265
Croydon,E09000008,2009-07-01,200102.6385
Ealing,E09000009,2009-07-01,263723.6066
Enfield,E09000010,2009-07-01,222874.0282
Greenwich,E09000011,2009-07-01,201148.4551
Hackney,E09000012,2009-07-01,271135.0848
Hammersmith & Fulham,E09000013,2009-07-01,420387.6271
Haringey,E09000014,2009-07-01,278181.3896
Harrow,E09000015,2009-07-01,258643.7512
Havering,E09000016,2009-07-01,203053.4011
Hillingdon,E09000017,2009-07-01,224728.4215
Hounslow,E09000018,2009-07-01,234915.4909
Islington,E09000019,2009-07-01,339509.1831
Kensington & Chelsea,E09000020,2009-07-01,770239.9916
Kingston upon Thames,E09000021,2009-07-01,261317.8469
Lambeth,E09000022,2009-07-01,270535.4351
Lewisham,E09000023,2009-07-01,206000.005
Merton,E09000024,2009-07-01,261094.4649
Newham,E09000025,2009-07-01,184975.0445
Redbridge,E09000026,2009-07-01,236603.3671
Richmond upon Thames,E09000027,2009-07-01,362856.2628
Southwark,E09000028,2009-07-01,258662.0693
Sutton,E09000029,2009-07-01,207907.9008
Tower Hamlets,E09000030,2009-07-01,247246.1198
Waltham Forest,E09000031,2009-07-01,198088.9663
Wandsworth,E09000032,2009-07-01,353348.6737
Westminster,E09000033,2009-07-01,523937.0847
Barking & Dagenham,E09000002,2009-08-01,156272.1959
Barnet,E09000003,2009-08-01,305076.7195
Bexley,E09000004,2009-08-01,189656.958
Brent,E09000005,2009-08-01,262862.7268
Bromley,E09000006,2009-08-01,248667.0492
Camden,E09000007,2009-08-01,467171.4074
Croydon,E09000008,2009-08-01,201442.2592
Ealing,E09000009,2009-08-01,268788.1258
Enfield,E09000010,2009-08-01,227007.9934
Greenwich,E09000011,2009-08-01,207186.2004
Hackney,E09000012,2009-08-01,277376.4809
Hammersmith & Fulham,E09000013,2009-08-01,441605.3765
Haringey,E09000014,2009-08-01,281291.4627
Harrow,E09000015,2009-08-01,265097.8865
Havering,E09000016,2009-08-01,205729.775
Hillingdon,E09000017,2009-08-01,227082.5294
Hounslow,E09000018,2009-08-01,242600.1114
Islington,E09000019,2009-08-01,355363.394
Kensington & Chelsea,E09000020,2009-08-01,782458.5784
Kingston upon Thames,E09000021,2009-08-01,268167.0831
Lambeth,E09000022,2009-08-01,273198.2179
Lewisham,E09000023,2009-08-01,210835.5225
Merton,E09000024,2009-08-01,271560.4997
Newham,E09000025,2009-08-01,190484.34
Redbridge,E09000026,2009-08-01,238626.0488
Richmond upon Thames,E09000027,2009-08-01,372388.5681
Southwark,E09000028,2009-08-01,264147.4594
Sutton,E09000029,2009-08-01,212510.5087
Tower Hamlets,E09000030,2009-08-01,240430.0222
Waltham Forest,E09000031,2009-08-01,202191.158
Wandsworth,E09000032,2009-08-01,350782.5008
Westminster,E09000033,2009-08-01,521951.8761
Barking & Dagenham,E09000002,2009-09-01,155826.793
Barnet,E09000003,2009-09-01,310669.9497
Bexley,E09000004,2009-09-01,191210.0942
Brent,E09000005,2009-09-01,258998.8776
Bromley,E09000006,2009-09-01,251137.4092
Camden,E09000007,2009-09-01,475211.4832
Croydon,E09000008,2009-09-01,203916.7196
Ealing,E09000009,2009-09-01,277405.5965
Enfield,E09000010,2009-09-01,226747.7771
Greenwich,E09000011,2009-09-01,214017.0113
Hackney,E09000012,2009-09-01,290994.8921
Hammersmith & Fulham,E09000013,2009-09-01,459257.8735
Haringey,E09000014,2009-09-01,289255.3142
Harrow,E09000015,2009-09-01,271562.7154
Havering,E09000016,2009-09-01,207181.4409
Hillingdon,E09000017,2009-09-01,231533.1126
Hounslow,E09000018,2009-09-01,245611.6017
Islington,E09000019,2009-09-01,368898.9723
Kensington & Chelsea,E09000020,2009-09-01,763329.9844
Kingston upon Thames,E09000021,2009-09-01,277841.6365
Lambeth,E09000022,2009-09-01,276690.6499
Lewisham,E09000023,2009-09-01,213894.1135
Merton,E09000024,2009-09-01,280207.2423
Newham,E09000025,2009-09-01,188167.6573
Redbridge,E09000026,2009-09-01,238187.753
Richmond upon Thames,E09000027,2009-09-01,380409.5877
Southwark,E09000028,2009-09-01,270739.9405
Sutton,E09000029,2009-09-01,217194.5518
Tower Hamlets,E09000030,2009-09-01,247730.7581
Waltham Forest,E09000031,2009-09-01,207632.3775
Wandsworth,E09000032,2009-09-01,350410.5119
Westminster,E09000033,2009-09-01,553714.4657
Barking & Dagenham,E09000002,2009-10-01,156674.1762
Barnet,E09000003,2009-10-01,309970.4798
Bexley,E09000004,2009-10-01,193416.6041
Brent,E09000005,2009-10-01,266585.7155
Bromley,E09000006,2009-10-01,254477.6638
Camden,E09000007,2009-10-01,471297.8572
Croydon,E09000008,2009-10-01,205122.603
Ealing,E09000009,2009-10-01,280528.9386
Enfield,E09000010,2009-10-01,228464.9723
Greenwich,E09000011,2009-10-01,218571.6135
Hackney,E09000012,2009-10-01,294216.9468
Hammersmith & Fulham,E09000013,2009-10-01,459306.654
Haringey,E09000014,2009-10-01,295331.615
Harrow,E09000015,2009-10-01,271793.1931
Havering,E09000016,2009-10-01,208242.8067
Hillingdon,E09000017,2009-10-01,236110.3261
Hounslow,E09000018,2009-10-01,245170.8722
Islington,E09000019,2009-10-01,371504.0193
Kensington & Chelsea,E09000020,2009-10-01,736741.4037
Kingston upon Thames,E09000021,2009-10-01,282397.0154
Lambeth,E09000022,2009-10-01,282900.8317
Lewisham,E09000023,2009-10-01,218426.2355
Merton,E09000024,2009-10-01,281847.6718
Newham,E09000025,2009-10-01,188467.329
Redbridge,E09000026,2009-10-01,242244.1868
Richmond upon Thames,E09000027,2009-10-01,391208.5509
Southwark,E09000028,2009-10-01,269409.835
Sutton,E09000029,2009-10-01,218550.0921
Tower Hamlets,E09000030,2009-10-01,263999.7658
Waltham Forest,E09000031,2009-10-01,210786.4563
Wandsworth,E09000032,2009-10-01,354232.6247
Westminster,E09000033,2009-10-01,562887.9114
Barking & Dagenham,E09000002,2009-11-01,157272.1998
Barnet,E09000003,2009-11-01,310969.508
Bexley,E09000004,2009-11-01,194444.0317
Brent,E09000005,2009-11-01,268663.1907
Bromley,E09000006,2009-11-01,257048.337
Camden,E09000007,2009-11-01,449490.1547
Croydon,E09000008,2009-11-01,206570.9013
Ealing,E09000009,2009-11-01,278843.4702
Enfield,E09000010,2009-11-01,228971.0895
Greenwich,E09000011,2009-11-01,219851.1974
Hackney,E09000012,2009-11-01,300430.9481
Hammersmith & Fulham,E09000013,2009-11-01,459311.0247
Haringey,E09000014,2009-11-01,296040.6001
Harrow,E09000015,2009-11-01,271764.6579
Havering,E09000016,2009-11-01,210964.2356
Hillingdon,E09000017,2009-11-01,238530.7166
Hounslow,E09000018,2009-11-01,243703.7431
Islington,E09000019,2009-11-01,367154.2965
Kensington & Chelsea,E09000020,2009-11-01,753693.011
Kingston upon Thames,E09000021,2009-11-01,283162.9083
Lambeth,E09000022,2009-11-01,284628.1918
Lewisham,E09000023,2009-11-01,219844.4612
Merton,E09000024,2009-11-01,280930.7314
Newham,E09000025,2009-11-01,189741.1013
Redbridge,E09000026,2009-11-01,241073.8548
Richmond upon Thames,E09000027,2009-11-01,395322.5181
Southwark,E09000028,2009-11-01,268317.4537
Sutton,E09000029,2009-11-01,220574.7503
Tower Hamlets,E09000030,2009-11-01,279118.9175
Waltham Forest,E09000031,2009-11-01,213323.3111
Wandsworth,E09000032,2009-11-01,357674.6252
Westminster,E09000033,2009-11-01,573101.4749
Barking & Dagenham,E09000002,2009-12-01,160888.5891
Barnet,E09000003,2009-12-01,312235.4356
Bexley,E09000004,2009-12-01,196623.0854
Brent,E09000005,2009-12-01,272443.171
Bromley,E09000006,2009-12-01,258655.3384
Camden,E09000007,2009-12-01,446413.1187
Croydon,E09000008,2009-12-01,210343.3871
Ealing,E09000009,2009-12-01,279574.5286
Enfield,E09000010,2009-12-01,229651.6896
Greenwich,E09000011,2009-12-01,220536.7865
Hackney,E09000012,2009-12-01,294762.2145
Hammersmith & Fulham,E09000013,2009-12-01,467824.8724
Haringey,E09000014,2009-12-01,288455.751
Harrow,E09000015,2009-12-01,274510.9969
Havering,E09000016,2009-12-01,212448.7901
Hillingdon,E09000017,2009-12-01,241518.1303
Hounslow,E09000018,2009-12-01,246012.3477
Islington,E09000019,2009-12-01,361012.2308
Kensington & Chelsea,E09000020,2009-12-01,755047.38
Kingston upon Thames,E09000021,2009-12-01,283400.3677
Lambeth,E09000022,2009-12-01,281970.2456
Lewisham,E09000023,2009-12-01,220454.0564
Merton,E09000024,2009-12-01,281239.0128
Newham,E09000025,2009-12-01,193523.6617
Redbridge,E09000026,2009-12-01,243611.6711
Richmond upon Thames,E09000027,2009-12-01,403431.8781
Southwark,E09000028,2009-12-01,265111.5001
Sutton,E09000029,2009-12-01,222170.1957
Tower Hamlets,E09000030,2009-12-01,277775.7879
Waltham Forest,E09000031,2009-12-01,213488.2343
Wandsworth,E09000032,2009-12-01,354593.5282
Westminster,E09000033,2009-12-01,575113.4634
Barking & Dagenham,E09000002,2010-01-01,162905.2109
Barnet,E09000003,2010-01-01,316925.7401
Bexley,E09000004,2010-01-01,197737.1877
Brent,E09000005,2010-01-01,273217.8441
Bromley,E09000006,2010-01-01,260713.9077
Camden,E09000007,2010-01-01,454547.2348
Croydon,E09000008,2010-01-01,211896.3395
Ealing,E09000009,2010-01-01,283234.0258
Enfield,E09000010,2010-01-01,232751.7451
Greenwich,E09000011,2010-01-01,221333.136
Hackney,E09000012,2010-01-01,295823.8385
Hammersmith & Fulham,E09000013,2010-01-01,484952.5732
Haringey,E09000014,2010-01-01,295080.1857
Harrow,E09000015,2010-01-01,279518.7321
Havering,E09000016,2010-01-01,212880.9463
Hillingdon,E09000017,2010-01-01,240247.8046
Hounslow,E09000018,2010-01-01,250674.7766
Islington,E09000019,2010-01-01,368461.1135
Kensington & Chelsea,E09000020,2010-01-01,794620.3953
Kingston upon Thames,E09000021,2010-01-01,289691.305
Lambeth,E09000022,2010-01-01,285833.1553
Lewisham,E09000023,2010-01-01,221052.4145
Merton,E09000024,2010-01-01,286199.573
Newham,E09000025,2010-01-01,194632.3566
Redbridge,E09000026,2010-01-01,245066.64
Richmond upon Thames,E09000027,2010-01-01,411911.992
Southwark,E09000028,2010-01-01,274107.5821
Sutton,E09000029,2010-01-01,225973.1626
Tower Hamlets,E09000030,2010-01-01,277824.1884
Waltham Forest,E09000031,2010-01-01,214784.1031
Wandsworth,E09000032,2010-01-01,356193.0377
Westminster,E09000033,2010-01-01,596235.5402
Barking & Dagenham,E09000002,2010-02-01,163022.5868
Barnet,E09000003,2010-02-01,318994.9679
Bexley,E09000004,2010-02-01,201283.7195
Brent,E09000005,2010-02-01,277315.2298
Bromley,E09000006,2010-02-01,263217.1916
Camden,E09000007,2010-02-01,480597.7998
Croydon,E09000008,2010-02-01,217606.6096
Ealing,E09000009,2010-02-01,287882.1338
Enfield,E09000010,2010-02-01,236894.225
Greenwich,E09000011,2010-02-01,221962.2178
Hackney,E09000012,2010-02-01,298452.9028
Hammersmith & Fulham,E09000013,2010-02-01,490933.3901
Haringey,E09000014,2010-02-01,301399.93
Harrow,E09000015,2010-02-01,281608.5842
Havering,E09000016,2010-02-01,216413.802
Hillingdon,E09000017,2010-02-01,240016.311
Hounslow,E09000018,2010-02-01,253148.6206
Islington,E09000019,2010-02-01,382429.2365
Kensington & Chelsea,E09000020,2010-02-01,778621.763
Kingston upon Thames,E09000021,2010-02-01,286627.8645
Lambeth,E09000022,2010-02-01,286760.0438
Lewisham,E09000023,2010-02-01,223811.6336
Merton,E09000024,2010-02-01,283608.1669
Newham,E09000025,2010-02-01,196744.5683
Redbridge,E09000026,2010-02-01,248356.2505
Richmond upon Thames,E09000027,2010-02-01,421222.2412
Southwark,E09000028,2010-02-01,282954.3169
Sutton,E09000029,2010-02-01,230356.0005
Tower Hamlets,E09000030,2010-02-01,279657.3067
Waltham Forest,E09000031,2010-02-01,219367.8134
Wandsworth,E09000032,2010-02-01,367168.2009
Westminster,E09000033,2010-02-01,613473.0875
Barking & Dagenham,E09000002,2010-03-01,162831.3359
Barnet,E09000003,2010-03-01,324873.2917
Bexley,E09000004,2010-03-01,202291.1054
Brent,E09000005,2010-03-01,282686.261
Bromley,E09000006,2010-03-01,264768.6513
Camden,E09000007,2010-03-01,498892.6368
Croydon,E09000008,2010-03-01,219480.5191
Ealing,E09000009,2010-03-01,288740.4435
Enfield,E09000010,2010-03-01,239223.9246
Greenwich,E09000011,2010-03-01,224266.2931
Hackney,E09000012,2010-03-01,297282.6372
Hammersmith & Fulham,E09000013,2010-03-01,486870.7431
Haringey,E09000014,2010-03-01,307801.9527
Harrow,E09000015,2010-03-01,285075.7754
Havering,E09000016,2010-03-01,216815.262
Hillingdon,E09000017,2010-03-01,239574.8445
Hounslow,E09000018,2010-03-01,254111.6219
Islington,E09000019,2010-03-01,389435.6392
Kensington & Chelsea,E09000020,2010-03-01,820954.2966
Kingston upon Thames,E09000021,2010-03-01,295871.471
Lambeth,E09000022,2010-03-01,295041.1311
Lewisham,E09000023,2010-03-01,228020.0879
Merton,E09000024,2010-03-01,291676.6479
Newham,E09000025,2010-03-01,199932.5931
Redbridge,E09000026,2010-03-01,247733.8821
Richmond upon Thames,E09000027,2010-03-01,424030.4678
Southwark,E09000028,2010-03-01,286656.1682
Sutton,E09000029,2010-03-01,235157.2102
Tower Hamlets,E09000030,2010-03-01,285936.3156
Waltham Forest,E09000031,2010-03-01,222307.6068
Wandsworth,E09000032,2010-03-01,373226.8849
Westminster,E09000033,2010-03-01,607613.6249
Barking & Dagenham,E09000002,2010-04-01,162755.9259
Barnet,E09000003,2010-04-01,327955.2389
Bexley,E09000004,2010-04-01,202738.6568
Brent,E09000005,2010-04-01,287901.9025
Bromley,E09000006,2010-04-01,266896.8494
Camden,E09000007,2010-04-01,499766.6666
Croydon,E09000008,2010-04-01,222847.4621
Ealing,E09000009,2010-04-01,285639.0083
Enfield,E09000010,2010-04-01,239050.8969
Greenwich,E09000011,2010-04-01,222901.8892
Hackney,E09000012,2010-04-01,298083.5572
Hammersmith & Fulham,E09000013,2010-04-01,488086.906
Haringey,E09000014,2010-04-01,304765.5741
Harrow,E09000015,2010-04-01,288143.6791
Havering,E09000016,2010-04-01,217821.1347
Hillingdon,E09000017,2010-04-01,244121.5007
Hounslow,E09000018,2010-04-01,252274.2938
Islington,E09000019,2010-04-01,393891.7992
Kensington & Chelsea,E09000020,2010-04-01,818815.5849
Kingston upon Thames,E09000021,2010-04-01,295162.1281
Lambeth,E09000022,2010-04-01,294294.211
Lewisham,E09000023,2010-04-01,226053.9848
Merton,E09000024,2010-04-01,294295.4176
Newham,E09000025,2010-04-01,202169.5682
Redbridge,E09000026,2010-04-01,244146.4464
Richmond upon Thames,E09000027,2010-04-01,417128.4759
Southwark,E09000028,2010-04-01,292879.5563
Sutton,E09000029,2010-04-01,234859.31
Tower Hamlets,E09000030,2010-04-01,288964.1159
Waltham Forest,E09000031,2010-04-01,225011.1428
Wandsworth,E09000032,2010-04-01,379075.1964
Westminster,E09000033,2010-04-01,590583.1592
Barking & Dagenham,E09000002,2010-05-01,164902.6725
Barnet,E09000003,2010-05-01,331167.9826
Bexley,E09000004,2010-05-01,199919.3636
Brent,E09000005,2010-05-01,289076.0481
Bromley,E09000006,2010-05-01,270819.9545
Camden,E09000007,2010-05-01,490244.364
Croydon,E09000008,2010-05-01,220281.0005
Ealing,E09000009,2010-05-01,286725.8323
Enfield,E09000010,2010-05-01,238993.8109
Greenwich,E09000011,2010-05-01,225583.1816
Hackney,E09000012,2010-05-01,294431.2276
Hammersmith & Fulham,E09000013,2010-05-01,493877.3667
Haringey,E09000014,2010-05-01,310895.3611
Harrow,E09000015,2010-05-01,291560.4744
Havering,E09000016,2010-05-01,218541.8182
Hillingdon,E09000017,2010-05-01,245413.1513
Hounslow,E09000018,2010-05-01,252846.813
Islington,E09000019,2010-05-01,393357.1739
Kensington & Chelsea,E09000020,2010-05-01,855775.3078
Kingston upon Thames,E09000021,2010-05-01,306281.5965
Lambeth,E09000022,2010-05-01,297314.5764
Lewisham,E09000023,2010-05-01,226194.325
Merton,E09000024,2010-05-01,301424.7619
Newham,E09000025,2010-05-01,203815.4728
Redbridge,E09000026,2010-05-01,242080.5497
Richmond upon Thames,E09000027,2010-05-01,413233.932
Southwark,E09000028,2010-05-01,294376.5218
Sutton,E09000029,2010-05-01,236700.7915
Tower Hamlets,E09000030,2010-05-01,284842.0998
Waltham Forest,E09000031,2010-05-01,223346.2805
Wandsworth,E09000032,2010-05-01,381180.942
Westminster,E09000033,2010-05-01,578829.1742
Barking & Dagenham,E09000002,2010-06-01,167147.5106
Barnet,E09000003,2010-06-01,330965.2179
Bexley,E09000004,2010-06-01,199807.4879
Brent,E09000005,2010-06-01,287809.2536
Bromley,E09000006,2010-06-01,272609.1898
Camden,E09000007,2010-06-01,492592.4995
Croydon,E09000008,2010-06-01,219296.6976
Ealing,E09000009,2010-06-01,287129.5617
Enfield,E09000010,2010-06-01,242127.8315
Greenwich,E09000011,2010-06-01,225439.8703
Hackney,E09000012,2010-06-01,305509.0403
Hammersmith & Fulham,E09000013,2010-06-01,507768.4743
Haringey,E09000014,2010-06-01,317731.15
Harrow,E09000015,2010-06-01,290749.1828
Havering,E09000016,2010-06-01,219910.3266
Hillingdon,E09000017,2010-06-01,249688.8942
Hounslow,E09000018,2010-06-01,253417.7568
Islington,E09000019,2010-06-01,400083.338
Kensington & Chelsea,E09000020,2010-06-01,821510.291
Kingston upon Thames,E09000021,2010-06-01,302788.4945
Lambeth,E09000022,2010-06-01,298000.7621
Lewisham,E09000023,2010-06-01,223273.7469
Merton,E09000024,2010-06-01,302479.7872
Newham,E09000025,2010-06-01,204238.0902
Redbridge,E09000026,2010-06-01,242504.8686
Richmond upon Thames,E09000027,2010-06-01,415707.8018
Southwark,E09000028,2010-06-01,303412.1062
Sutton,E09000029,2010-06-01,235294.6346
Tower Hamlets,E09000030,2010-06-01,283433.9141
Waltham Forest,E09000031,2010-06-01,220083.4671
Wandsworth,E09000032,2010-06-01,385939.1407
Westminster,E09000033,2010-06-01,594353.8798
Barking & Dagenham,E09000002,2010-07-01,168660.5929
Barnet,E09000003,2010-07-01,336379.5268
Bexley,E09000004,2010-07-01,200251.2402
Brent,E09000005,2010-07-01,290683.3483
Bromley,E09000006,2010-07-01,273808.0264
Camden,E09000007,2010-07-01,524202.1832
Croydon,E09000008,2010-07-01,217831.6049
Ealing,E09000009,2010-07-01,293317.7372
Enfield,E09000010,2010-07-01,245935.444
Greenwich,E09000011,2010-07-01,233860.2325
Hackney,E09000012,2010-07-01,304524.1262
Hammersmith & Fulham,E09000013,2010-07-01,516558.0201
Haringey,E09000014,2010-07-01,322826.8983
Harrow,E09000015,2010-07-01,294286.6044
Havering,E09000016,2010-07-01,223319.8908
Hillingdon,E09000017,2010-07-01,250974.3048
Hounslow,E09000018,2010-07-01,260723.7884
Islington,E09000019,2010-07-01,403079.6719
Kensington & Chelsea,E09000020,2010-07-01,845613.6715
Kingston upon Thames,E09000021,2010-07-01,310333.042
Lambeth,E09000022,2010-07-01,303698.8104
Lewisham,E09000023,2010-07-01,225648.3067
Merton,E09000024,2010-07-01,305677.2596
Newham,E09000025,2010-07-01,207951.8928
Redbridge,E09000026,2010-07-01,247745.3081
Richmond upon Thames,E09000027,2010-07-01,419732.2773
Southwark,E09000028,2010-07-01,303740.3961
Sutton,E09000029,2010-07-01,235634.9673
Tower Hamlets,E09000030,2010-07-01,280921.9167
Waltham Forest,E09000031,2010-07-01,222931.3095
Wandsworth,E09000032,2010-07-01,390480.1817
Westminster,E09000033,2010-07-01,599539.7846
Barking & Dagenham,E09000002,2010-08-01,170216.2782
Barnet,E09000003,2010-08-01,341812.0824
Bexley,E09000004,2010-08-01,201935.4161
Brent,E09000005,2010-08-01,296378.4001
Bromley,E09000006,2010-08-01,276104.1095
Camden,E09000007,2010-08-01,549962.7657
Croydon,E09000008,2010-08-01,219853.5433
Ealing,E09000009,2010-08-01,298160.9997
Enfield,E09000010,2010-08-01,248091.4631
Greenwich,E09000011,2010-08-01,238090.6487
Hackney,E09000012,2010-08-01,308014.2675
Hammersmith & Fulham,E09000013,2010-08-01,527536.2475
Haringey,E09000014,2010-08-01,322198.2391
Harrow,E09000015,2010-08-01,296892.1709
Havering,E09000016,2010-08-01,224713.4135
Hillingdon,E09000017,2010-08-01,253690.0205
Hounslow,E09000018,2010-08-01,264626.9452
Islington,E09000019,2010-08-01,405537.4055
Kensington & Chelsea,E09000020,2010-08-01,826389.7859
Kingston upon Thames,E09000021,2010-08-01,313366.1252
Lambeth,E09000022,2010-08-01,308883.388
Lewisham,E09000023,2010-08-01,228217.0133
Merton,E09000024,2010-08-01,306977.2735
Newham,E09000025,2010-08-01,207821.1693
Redbridge,E09000026,2010-08-01,254093.6244
Richmond upon Thames,E09000027,2010-08-01,422722.2523
Southwark,E09000028,2010-08-01,305691.8494
Sutton,E09000029,2010-08-01,233041.4558
Tower Hamlets,E09000030,2010-08-01,284255.5592
Waltham Forest,E09000031,2010-08-01,222519.757
Wandsworth,E09000032,2010-08-01,387985.2525
Westminster,E09000033,2010-08-01,618615.5058
Barking & Dagenham,E09000002,2010-09-01,170252.9043
Barnet,E09000003,2010-09-01,347747.2644
Bexley,E09000004,2010-09-01,202869.5256
Brent,E09000005,2010-09-01,299864.3572
Bromley,E09000006,2010-09-01,276889.7003
Camden,E09000007,2010-09-01,550372.014
Croydon,E09000008,2010-09-01,220916.6334
Ealing,E09000009,2010-09-01,301224.7724
Enfield,E09000010,2010-09-01,246254.2375
Greenwich,E09000011,2010-09-01,239808.5159
Hackney,E09000012,2010-09-01,307345.7255
Hammersmith & Fulham,E09000013,2010-09-01,529332.3056
Haringey,E09000014,2010-09-01,326052.6445
Harrow,E09000015,2010-09-01,298264.8946
Havering,E09000016,2010-09-01,224775.5912
Hillingdon,E09000017,2010-09-01,255745.5891
Hounslow,E09000018,2010-09-01,271362.0029
Islington,E09000019,2010-09-01,412468.0482
Kensington & Chelsea,E09000020,2010-09-01,863878.116
Kingston upon Thames,E09000021,2010-09-01,318735.9419
Lambeth,E09000022,2010-09-01,307119.2534
Lewisham,E09000023,2010-09-01,229261.2623
Merton,E09000024,2010-09-01,310663.0949
Newham,E09000025,2010-09-01,210673.7414
Redbridge,E09000026,2010-09-01,262378.3411
Richmond upon Thames,E09000027,2010-09-01,426090.6766
Southwark,E09000028,2010-09-01,302033.5012
Sutton,E09000029,2010-09-01,233303.4125
Tower Hamlets,E09000030,2010-09-01,282086.9226
Waltham Forest,E09000031,2010-09-01,227125.1832
Wandsworth,E09000032,2010-09-01,381411.2872
Westminster,E09000033,2010-09-01,623290.5264
Barking & Dagenham,E09000002,2010-10-01,170298.2577
Barnet,E09000003,2010-10-01,344009.8868
Bexley,E09000004,2010-10-01,200656.9182
Brent,E09000005,2010-10-01,298962.5587
Bromley,E09000006,2010-10-01,276380.4085
Camden,E09000007,2010-10-01,540611.8273
Croydon,E09000008,2010-10-01,220972.9903
Ealing,E09000009,2010-10-01,302709.904
Enfield,E09000010,2010-10-01,245078.4748
Greenwich,E09000011,2010-10-01,234856.2274
Hackney,E09000012,2010-10-01,304576.7714
Hammersmith & Fulham,E09000013,2010-10-01,516386.2912
Haringey,E09000014,2010-10-01,321629.7934
Harrow,E09000015,2010-10-01,300140.28
Havering,E09000016,2010-10-01,225580.1218
Hillingdon,E09000017,2010-10-01,253762.9504
Hounslow,E09000018,2010-10-01,262230.9376
Islington,E09000019,2010-10-01,407174.2472
Kensington & Chelsea,E09000020,2010-10-01,859065.1652
Kingston upon Thames,E09000021,2010-10-01,312668.1141
Lambeth,E09000022,2010-10-01,302450.8037
Lewisham,E09000023,2010-10-01,226810.9557
Merton,E09000024,2010-10-01,311472.6271
Newham,E09000025,2010-10-01,208508.1065
Redbridge,E09000026,2010-10-01,264967.1162
Richmond upon Thames,E09000027,2010-10-01,423661.1324
Southwark,E09000028,2010-10-01,295514.1591
Sutton,E09000029,2010-10-01,234394.9449
Tower Hamlets,E09000030,2010-10-01,284028.5942
Waltham Forest,E09000031,2010-10-01,224120.0804
Wandsworth,E09000032,2010-10-01,372627.523
